10
<<<<<<< HEAD
Comment line that needs to be here. Ballefrans.
1 -1.16157e-09 -5.48249e-10 4.01516e-11
1 0.979023 0.222722 -0.000176144
1 -5.43314 -0.387144 0.123115
1 -0.161 0.278304 0.0374066
1 0.0172048 -0.723464 -0.010912
1 1.08098 -0.866347 -0.0448267
1 -2.31456 -9.76285 0.261867
1 18.4773 7.52937 -0.211412
1 28.2515 -9.94992 -0.446184
1 9.39534 -31.8205 0.687286
10
Comment line that needs to be here. Ballefrans.
1 -2.61269e-09 -1.23465e-09 9.02072e-11
1 0.977521 0.228829 -0.000176399
1 -5.43298 -0.389763 0.123122
1 -0.171806 0.273261 0.037986
1 0.0245394 -0.723311 -0.0113332
1 1.08437 -0.861923 -0.0448173
1 -2.31269 -9.76333 0.261801
1 18.4767 7.53064 -0.211401
1 28.2518 -9.94883 -0.446215
1 9.39646 -31.8204 0.686953
10
Comment line that needs to be here. Ballefrans.
1 -4.6433e-09 -2.19677e-09 1.60132e-10
1 0.975981 0.234926 -0.000176646
1 -5.43281 -0.392382 0.123129
1 -0.182415 0.267905 0.0385217
1 0.0318713 -0.723083 -0.0117532
1 1.08775 -0.857487 -0.0448073
1 -2.31082 -9.7638 0.261735
1 18.4762 7.5319 -0.211389
1 28.2522 -9.94774 -0.446246
1 9.39757 -31.8203 0.68662
10
Comment line that needs to be here. Ballefrans.
1 -7.25274e-09 -3.4353e-09 2.49826e-10
1 0.974402 0.241015 -0.000176887
1 -5.43264 -0.395001 0.123136
1 -0.192817 0.262244 0.0390138
1 0.0392 -0.72278 -0.0121721
1 1.09112 -0.853037 -0.0447967
1 -2.30895 -9.76428 0.261668
1 18.4756 7.53316 -0.211377
1 28.2526 -9.94665 -0.446277
1 9.39869 -31.8202 0.686287
10
Comment line that needs to be here. Ballefrans.
1 -1.04403e-08 -4.95092e-09 3.59182e-10
1 0.972786 0.247094 -0.000177121
1 -5.43247 -0.39762 0.123144
1 -0.203002 0.256289 0.039462
1 0.0465245 -0.722401 -0.0125896
1 1.09446 -0.848575 -0.0447854
1 -2.30708 -9.76475 0.261602
1 18.4751 7.53443 -0.211365
1 28.253 -9.94556 -0.446308
1 9.39981 -31.8201 0.685954
10
Comment line that needs to be here. Ballefrans.
1 -1.42053e-08 -6.74435e-09 4.88081e-10
1 0.971131 0.253164 -0.000177348
